YEAR AS CUSTOMER,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_state,incident_city,incident_location,incident_hour_of_the_day,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
13.25,37,106873,8/28/1998,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,camping,1/7/2015,Single Vehicle Collision,Rear Collision,NY,Springfield,2337 Lincoln Hwy,13,70290,7810,7810,54670,Dodge,RAM,1999
10.00,30,563878,7/16/2002,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,movies,2/6/2015,Single Vehicle Collision,Front Collision,NY,Hillsdale,6770 1st St,20,87100,8710,8710,69680,Saab,92x,2000
17.67,35,620855,4/29/1990,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,1/21/2015,Multi-vehicle Collision,Front Collision,NY,Columbus,4119 Texas St,0,50380,4580,4580,41220,Suburu,Forrestor,1996
24.17,45,583169,2/1/1998,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,3/1/2015,Multi-vehicle Collision,Side Collision,VA,Arlington,4347 2nd Ridge,23,64800,12960,6480,45360,Audi,A3,2014
24.92,42,337677,7/20/2008,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,movies,2/24/2015,Single Vehicle Collision,Rear Collision,SC,Columbus,1091 1st Drive,13,70400,12800,12800,44800,BMW,3 Series,2000
5.50,26,445973,11/13/1998,IL,250/500,1000,988.29,0,MALE,College,armed-forces,skydiving,2/2/2015,Single Vehicle Collision,Rear Collision,NY,Northbend,8203 Lincoln Ave,8,57860,0,10520,47340,Suburu,Impreza,2008
27.83,47,156694,5/24/2001,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,1/31/2015,Vehicle Theft,?,WV,Northbend,9154 MLK Hwy,3,6240,960,960,4320,Ford,Fusion,2011
18.00,38,421940,6/3/2014,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,1/9/2015,Single Vehicle Collision,Rear Collision,VA,Columbus,5780 4th Ave,16,66600,16650,11100,38850,Jeep,Grand Cherokee,2012
7.17,28,613226,8/22/1991,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,2/23/2015,Single Vehicle Collision,Side Collision,VA,Hillsdale,6945 Texas Hwy,19,70920,11820,11820,47280,Jeep,Wrangler,2002
35.75,56,804410,12/12/1998,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,1/28/2015,Single Vehicle Collision,Rear Collision,WV,Springfield,5639 1st Ridge,0,39480,6580,6580,26320,Suburu,Forrestor,2002
21.42,43,553565,2/18/1999,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,1/14/2015,Single Vehicle Collision,Front Collision,VA,Arlington,3834 Pine St,12,63240,10540,5270,47430,Mercedes,E400,2005
1.25,34,399524,10/30/1997,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,2/3/2015,Multi-vehicle Collision,Side Collision,SC,Arlington,1358 Maple St,21,67650,12300,6150,49200,Audi,A5,2009
19.17,39,331595,11/29/1999,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,2/17/2015,Single Vehicle Collision,Front Collision,SC,Riverwood,7460 Apache Lane,0,74200,14840,14840,44520,Accura,TL,2002
20.83,43,380067,7/7/2013,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,1/30/2015,Single Vehicle Collision,Side Collision,VA,Columbus,5771 Sky Ave,22,64900,12980,12980,38940,Volkswagen,Jetta,2011
22.50,44,701521,7/5/2003,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,2/3/2015,Multi-vehicle Collision,Rear Collision,NC,Northbend,2865 Maple Lane,20,35900,7180,3590,25130,Audi,A3,2007
5.42,26,360770,9/21/2005,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,2/3/2015,Single Vehicle Collision,Rear Collision,VA,Riverwood,8940 Elm Ave,0,52200,5220,10440,36540,Honda,CRV,2011
39.58,57,958785,2/18/1995,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,1/31/2015,Single Vehicle Collision,Front Collision,SC,Hillsdale,1215 Pine Hwy,20,78000,6500,13000,58500,Suburu,Forrestor,2000
6.42,27,797934,4/7/1999,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,2/6/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,6874 Maple Ridge,1,67200,6720,6720,53760,Volkswagen,Passat,1995
21.33,43,883980,12/13/2014,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,2/6/2015,Single Vehicle Collision,Rear Collision,WV,Hillsdale,8834 Elm Drive,11,63250,11500,5750,46000,Nissan,Ultima,1997
19.08,37,340614,6/1/1997,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,1/29/2015,Multi-vehicle Collision,Side Collision,WV,Columbus,8542 Lincoln Ridge,14,68760,11460,5730,51570,Ford,Fusion,1995
9.17,28,435784,7/13/2013,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,1/7/2015,Multi-vehicle Collision,Side Collision,NY,Springfield,9397 Francis St,20,65040,10840,10840,43360,Suburu,Impreza,2010
14.75,33,563837,12/30/2002,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,1/20/2015,Single Vehicle Collision,Side Collision,SC,Springfield,4907 Andromedia Drive,22,82800,20700,13800,48300,Jeep,Grand Cherokee,2004
24.33,44,200827,2/28/1997,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,2/28/2015,Single Vehicle Collision,Side Collision,SC,Columbus,4429 Washington St,12,61700,6170,6170,49360,Saab,93,2005
37.58,61,533941,6/18/1998,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,2/4/2015,Multi-vehicle Collision,Rear Collision,OH,Columbus,2651 MLK Lane,3,78100,15620,7810,54670,Chevrolet,Tahoe,1997
5.08,24,265026,2/8/1996,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,1/12/2015,Multi-vehicle Collision,Rear Collision,SC,Northbend,2942 1st Lane,15,65520,9360,9360,46800,Toyota,Highlander,2011
12.50,30,354481,11/17/2004,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,2/28/2015,Parked Car,?,VA,Arlington,6317 Best St,8,4500,450,450,3600,Saab,93,1999
23.58,41,566720,10/25/2012,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,1/8/2015,Multi-vehicle Collision,Side Collision,WV,Northbend,1555 Washington Lane,13,42700,0,6100,36600,Mercedes,ML350,2011
24.25,46,832746,4/13/2006,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,1/25/2015,Parked Car,?,SC,Hillsdale,1919 4th Lane,8,5580,620,620,4340,Volkswagen,Passat,2005
13.50,31,386690,2/21/2006,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,2/26/2015,Parked Car,?,NC,Arlington,5480 3rd Ridge,7,3600,360,720,2520,BMW,X5,2013
12.83,36,979285,12/17/2003,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,2/3/2015,Vehicle Theft,?,SC,Northbrook,8864 Tree Ridge,9,2800,280,280,2240,Volkswagen,Passat,2015
24.08,47,594722,7/31/1999,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,1/31/2015,Single Vehicle Collision,Front Collision,VA,Northbend,2777 Solo Drive,15,54000,6000,6000,42000,Toyota,Highlander,1996
0.83,19,216738,8/5/2014,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,2/1/2015,Single Vehicle Collision,Side Collision,NC,Northbend,9929 Rock Drive,5,48950,4450,8900,35600,Accura,TL,2011
25.75,47,369048,6/5/2011,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,2/21/2015,Multi-vehicle Collision,Rear Collision,WV,Northbend,4143 Maple Ridge,15,77800,15560,15560,46680,Dodge,RAM,2002
33.00,57,514424,10/11/1992,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,1/30/2015,Multi-vehicle Collision,Front Collision,NC,Columbus,7121 Rock St,22,52560,11680,5840,35040,Saab,93,1995
22.75,41,954191,2/17/2010,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,1/31/2015,Multi-vehicle Collision,Side Collision,VA,Riverwood,9067 Texas Ave,16,44110,4010,8020,32080,Honda,Accord,2015
10.75,30,150181,5/6/2007,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,1/13/2015,Single Vehicle Collision,Front Collision,SC,Hillsdale,9245 Weaver Ridge,7,74360,13520,6760,54080,Suburu,Forrestor,2009
11.67,31,388671,5/1/1997,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,2/16/2015,Parked Car,?,WV,Arlington,4585 Francis Ave,2,6120,680,680,4760,Honda,Civic,2002
34.92,53,457244,1/28/1998,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,2/4/2015,Multi-vehicle Collision,Side Collision,SC,Northbend,6738 Francis Hwy,17,62280,5190,10380,46710,Suburu,Forrestor,2012
26.25,44,206667,5/5/1993,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,2/7/2015,Multi-vehicle Collision,Front Collision,NY,Springfield,7576 Pine Ridge,12,26730,4860,4860,17010,Volkswagen,Jetta,2006
6.00,29,745200,8/6/1994,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,1/16/2015,Single Vehicle Collision,Rear Collision,WV,Arlington,9105 Tree Lane,9,66200,6620,6620,52960,Dodge,Neon,2013
2.67,26,412703,11/14/2014,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,2/28/2015,Single Vehicle Collision,Side Collision,VA,Northbrook,2299 Britain Drive,16,45500,9100,4550,31850,Toyota,Corolla,2009
19.17,41,736771,12/14/1991,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,2/8/2015,Multi-vehicle Collision,Side Collision,NY,Springfield,1914 Francis St,19,53040,4420,4420,44200,Audi,A3,2006
13.08,32,347984,10/21/2009,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,1/2/2015,Multi-vehicle Collision,Front Collision,VA,Columbus,6658 Weaver St,14,50800,10160,5080,35560,Mercedes,E400,2013
22.08,41,626074,9/29/1997,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,1/13/2015,Multi-vehicle Collision,Side Collision,SC,Northbend,1985 5th Ave,18,44200,4420,4420,35360,Audi,A5,2014
3.92,34,218109,12/31/2003,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,1/7/2015,Single Vehicle Collision,Front Collision,SC,Springfield,1707 Sky Ave,23,62920,11440,5720,45760,Chevrolet,Malibu,2012
9.42,29,999435,1/1/2008,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,1/5/2015,Multi-vehicle Collision,Rear Collision,NY,Springfield,6456 Andromedia Drive,15,49950,5550,5550,38850,Nissan,Ultima,2004
24.08,46,858060,5/31/2004,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,2/28/2015,Single Vehicle Collision,Rear Collision,NC,Arlington,5649 Texas Ave,18,56430,6270,6270,43890,BMW,3 Series,1995
21.17,41,500384,12/18/2013,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,1/4/2015,Single Vehicle Collision,Front Collision,NY,Riverwood,1220 MLK Ave,16,100210,18220,18220,63770,Audi,A5,2014
9.58,30,903785,8/24/2000,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,2/2/2015,Multi-vehicle Collision,Front Collision,NY,Northbend,1589 Pine St,12,49140,5460,5460,38220,Ford,F150,2007
19.67,38,873859,10/14/1992,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,2/23/2015,Single Vehicle Collision,Side Collision,WV,Northbrook,8906 Elm Lane,16,66840,16710,5570,44560,Mercedes,E400,2014
0.58,21,204294,11/16/1991,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,2/10/2015,Single Vehicle Collision,Front Collision,NY,Hillsdale,2654 Elm Drive,21,62460,6940,6940,48580,Honda,Accord,2003
17.33,36,467106,10/8/1995,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,2/16/2015,Multi-vehicle Collision,Side Collision,NY,Columbus,6681 Texas Ridge,15,62810,11420,11420,39970,Nissan,Ultima,1999
10.50,33,357713,10/28/2007,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,1/4/2015,Single Vehicle Collision,Front Collision,WV,Northbrook,7782 Rock St,21,54160,6770,6770,40620,Suburu,Legacy,2009
4.00,35,890026,5/16/2008,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,1/30/2015,Single Vehicle Collision,Rear Collision,WV,Arlington,9286 Oak Ave,1,48400,9680,4840,33880,Saab,92x,2005
24.75,48,751612,6/22/2009,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,1/25/2015,Multi-vehicle Collision,Side Collision,NY,Arlington,8758 5th St,17,51480,5720,5720,40040,Toyota,Highlander,2013
13.33,36,876680,5/10/2012,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,1/22/2015,Multi-vehicle Collision,Rear Collision,NY,Columbus,7281 Maple Hwy,5,51700,5170,10340,36190,Saab,95,2003
33.83,58,756981,10/2/2003,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,1/1/2015,Multi-vehicle Collision,Front Collision,WV,Northbend,7571 Elm Ridge,15,65520,10920,5460,49140,Volkswagen,Jetta,2009
13.08,31,121439,8/2/1990,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,2/14/2015,Multi-vehicle Collision,Rear Collision,OH,Arlington,6738 Washington Hwy,2,47700,4770,9540,33390,Accura,TL,2011
12.17,31,411289,9/16/1997,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,1/15/2015,Vehicle Theft,?,SC,Northbend,4188 Britain Ave,3,5220,580,580,4060,Accura,MDX,2015
34.08,57,538466,7/29/1995,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,1/6/2015,Single Vehicle Collision,Side Collision,NY,Riverwood,6934 Lincoln Ave,19,73320,6110,12220,54990,Ford,Fusion,2012
21.00,46,932097,9/6/2005,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,2/8/2015,Single Vehicle Collision,Front Collision,VA,Hillsdale,6390 Apache St,17,74900,14980,7490,52430,Jeep,Grand Cherokee,2003
0.50,27,463727,8/5/1992,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,2/17/2015,Vehicle Theft,?,WV,Columbus,7615 Weaver Drive,7,3190,580,290,2320,Saab,95,2015
8.58,33,552618,1/22/1993,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,1/21/2015,Single Vehicle Collision,Rear Collision,NY,Columbus,6409 Cherokee Drive,21,76920,12820,6410,57690,Chevrolet,Malibu,2002
30.75,53,936638,5/20/1995,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,2/9/2015,Multi-vehicle Collision,Front Collision,WV,Springfield,1123 5th Lane,10,77990,7090,14180,56720,Jeep,Wrangler,2012
21.75,46,348814,9/24/1992,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,2/12/2015,Single Vehicle Collision,Front Collision,NY,Columbus,5168 5th Ave,11,59670,9180,9180,41310,Ford,Escape,2008
13.25,33,944102,7/20/2007,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,2/24/2015,Multi-vehicle Collision,Rear Collision,NY,Columbus,3697 Apache Drive,23,44880,8160,4080,32640,Mercedes,C300,2004
28.67,51,689901,4/28/1992,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,2/2/2015,Single Vehicle Collision,Side Collision,NC,Northbend,1910 Sky Ave,14,82830,7530,15060,60240,Audi,A5,2004
36.42,60,901083,1/19/1998,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,2/14/2015,Single Vehicle Collision,Front Collision,SC,Riverwood,8954 Apache Lane,10,84480,7680,15360,61440,Chevrolet,Silverado,2012
5.42,30,396224,9/8/2009,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,2/15/2015,Multi-vehicle Collision,Side Collision,WV,Hillsdale,3110 Lincoln Lane,6,79800,15960,7980,55860,Honda,Civic,1999
23.33,41,682178,12/18/1994,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,2/28/2015,Multi-vehicle Collision,Rear Collision,WV,Arlington,6035 Rock Ave,10,53020,9640,9640,33740,Toyota,Corolla,1999
22.42,45,596298,8/23/1996,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,1/18/2015,Multi-vehicle Collision,Side Collision,VA,Hillsdale,2220 1st Lane,5,24200,2200,4400,17600,Suburu,Forrestor,2008
22.92,40,253005,11/20/1991,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,1/6/2015,Single Vehicle Collision,Rear Collision,OH,Riverwood,4972 Francis Lane,17,43230,7860,7860,27510,Chevrolet,Silverado,2001
22.08,45,985924,10/28/1998,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,1/19/2015,Vehicle Theft,?,NC,Springfield,6957 Weaver Drive,3,3190,290,580,2320,Ford,Escape,1995
23.58,43,631565,7/14/1997,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,1/17/2015,Parked Car,?,WV,Northbrook,1512 Rock Lane,9,5850,1300,650,3900,BMW,M5,2006
7.00,29,630998,4/9/2003,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,2/12/2015,Parked Car,?,SC,Arlington,3693 Pine Ave,6,6820,620,1240,4960,BMW,3 Series,2005
20.58,44,926665,2/4/1992,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,camping,2/11/2015,Multi-vehicle Collision,Front Collision,NY,Riverwood,9879 Apache Drive,22,69480,11580,11580,46320,Chevrolet,Tahoe,2008
4.67,29,302669,6/29/2006,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,2/21/2015,Multi-vehicle Collision,Front Collision,PA,Northbend,2494 Andromedia Drive,10,94560,7880,15760,70920,Jeep,Grand Cherokee,1995
17.50,39,620020,6/21/1997,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,1/2/2015,Vehicle Theft,?,NC,Riverwood,4615 Embaracadero Ave,4,7800,780,780,6240,Dodge,RAM,1997
9.00,32,439828,9/7/2006,OH,500/1000,2000,1257,4000000,FEMALE,High School,machine-op-inspct,basketball,1/11/2015,Single Vehicle Collision,Front Collision,WV,Northbrook,1929 Britain Drive,23,61270,5570,11140,44560,Suburu,Legacy,1999
27.33,49,971295,10/1/2001,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,2/23/2015,Single Vehicle Collision,Rear Collision,NY,Riverwood,5051 Elm St,19,71440,8930,8930,53580,Mercedes,ML350,2005
15.50,37,165565,2/20/2009,OH,250/500,2000,1628,0,FEMALE,JD,priv-house-serv,exercise,1/28/2015,Single Vehicle Collision,Rear Collision,NY,Hillsdale,9910 Maple Ave,22,55600,11120,5560,38920,Jeep,Grand Cherokee,2009
23.08,44,936543,6/26/2001,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,board-games,2/1/2015,Vehicle Theft,?,NC,Riverwood,5602 Britain St,6,5000,1000,500,3500,Jeep,Wrangler,2005
11.50,33,296960,1/18/1997,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,paintball,2/24/2015,Single Vehicle Collision,Side Collision,NY,Springfield,6889 Cherokee St,6,95810,14740,14740,66330,BMW,X5,2007
17.33,41,501692,6/24/2014,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,chess,1/20/2015,Single Vehicle Collision,Rear Collision,SC,Northbend,3926 Rock Lane,18,69300,6930,13860,48510,Volkswagen,Jetta,1996
12.25,37,525224,10/2/1992,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,video-games,1/14/2015,Single Vehicle Collision,Front Collision,SC,Northbend,6717 Best Drive,22,81120,13520,20280,47320,Toyota,Camry,1995
0.67,21,355085,10/9/2012,IN,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,hiking,2/5/2015,Single Vehicle Collision,Front Collision,WV,Columbus,6117 4th Ave,21,91260,14040,14040,63180,Toyota,Corolla,2012
24.75,48,830729,2/10/1993,IN,100/300,1000,1538.6,0,FEMALE,MD,other-service,kayaking,1/11/2015,Single Vehicle Collision,Side Collision,SC,Northbend,2668 Cherokee St,12,60600,6060,12120,42420,Ford,Fusion,2004
12.50,31,651948,9/28/1994,IN,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,base-jumping,1/2/2015,Multi-vehicle Collision,Front Collision,NY,Arlington,6838 Flute Lane,6,64800,6480,12960,45360,Suburu,Forrestor,2000
0.33,34,424358,5/24/2003,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,basketball,2/12/2015,Multi-vehicle Collision,Side Collision,WV,Northbrook,6583 MLK Ridge,0,66880,6080,12160,48640,Chevrolet,Silverado,1996
17.50,35,131478,12/25/1991,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,cross-fit,1/3/2015,Single Vehicle Collision,Front Collision,WV,Arlington,6492 4th Lane,11,58200,5820,5820,46560,BMW,X5,2013
7.58,31,268833,9/18/1999,IN,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,polo,2/25/2015,Single Vehicle Collision,Side Collision,NC,Hillsdale,7299 Apache St,19,60570,6730,6730,47110,Nissan,Maxima,2011
13.92,36,287489,2/3/1994,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,camping,1/19/2015,Multi-vehicle Collision,Rear Collision,NC,Springfield,2756 Britain Hwy,22,69680,8710,8710,52260,Mercedes,ML350,2008
38.92,58,808153,1/18/2003,IN,500/1000,2000,977.4,0,MALE,Masters,transport-moving,bungie-jumping,1/3/2015,Single Vehicle Collision,Front Collision,NY,Columbus,9360 3rd Drive,2,55700,5570,11140,38990,Nissan,Maxima,2014
22.00,47,687639,3/7/2005,IN,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,sleeping,2/12/2015,Multi-vehicle Collision,Front Collision,OH,Arlington,1655 Francis Hwy,16,62370,5670,5670,51030,Dodge,Neon,2001
22.50,45,497347,8/23/2003,OH,500/1000,500,1187.53,0,FEMALE,PhD,priv-house-serv,yachting,2/24/2015,Multi-vehicle Collision,Side Collision,VA,Columbus,9720 Lincoln Hwy,23,54340,9880,0,44460,Saab,92x,2005
25.83,48,439660,7/11/2002,OH,100/300,1000,845.16,0,FEMALE,Masters,priv-house-serv,base-jumping,2/25/2015,Single Vehicle Collision,Front Collision,NC,Northbend,7066 Texas Ave,21,55170,6130,6130,42910,Audi,A5,2005
11.92,34,847123,3/19/2014,IL,100/300,500,1442.27,0,MALE,College,priv-house-serv,exercise,2/17/2015,Single Vehicle Collision,Front Collision,NY,Columbus,9728 Britain Hwy,10,58500,11700,5850,40950,Dodge,RAM,1999
12.17,32,172307,12/6/1993,OH,100/300,2000,1276.43,0,MALE,Associate,priv-house-serv,skydiving,2/9/2015,Single Vehicle Collision,Rear Collision,NC,Riverwood,4486 Cherokee Ridge,12,59940,6660,6660,46620,Honda,CRV,1995
8.50,28,810189,8/29/1999,OH,250/500,500,1075.41,0,MALE,MD,machine-op-inspct,reading,2/15/2015,Single Vehicle Collision,Side Collision,PA,Northbend,8021 Flute Ave,6,73400,7340,7340,58720,Dodge,Neon,1996
5.08,23,432068,3/9/2007,IL,100/300,500,1111.72,0,MALE,JD,exec-managerial,bungie-jumping,2/25/2015,Single Vehicle Collision,Side Collision,PA,Riverwood,2774 Apache Drive,6,41850,4650,4650,32550,Suburu,Legacy,1997
21.25,44,903203,1/3/2004,OH,500/1000,2000,814.96,6000000,FEMALE,PhD,priv-house-serv,chess,2/5/2015,Parked Car,?,NC,Hillsdale,2787 MLK St,7,6400,640,1280,4480,Mercedes,ML350,2005
17.58,40,253085,4/25/1991,IL,500/1000,1000,1575.86,0,FEMALE,PhD,other-service,sleeping,1/12/2015,Vehicle Theft,?,WV,Northbrook,9847 Elm St,3,3190,580,290,2320,Audi,A5,2004
5.08,29,180720,3/14/1995,IN,250/500,1000,1115.27,0,MALE,JD,handlers-cleaners,polo,1/1/2015,Parked Car,?,VA,Hillsdale,4629 Elm Ridge,10,5900,590,590,4720,Nissan,Pathfinder,2010
